ID,Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,Family_Size,Is_Parent,Spent
4437,Graduate,Partner,65316,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,60,2,4,1,260
8724,Graduate,Alone,28567,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,40,1,2,1,46
10741,Postgraduate,Partner,47352,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,71,1,3,1,319
1991,Graduate,Partner,44931,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,55,1,3,1,96
6931,Graduate,Alone,76982,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,55,0,1,0,1062
11096,Undergrade,Partner,57247,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,70,1,3,1,232
304,Postgraduate,Alone,22944,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,41,1,2,1,76
3665,Undergrade,Partner,25315,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,45,1,3,1,54
10591,Graduate,Alone,43638,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,53,1,2,1,201
5036,Postgraduate,Alone,42710,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,38,1,2,1,406
5547,Postgraduate,Partner,84169,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,40,0,2,0,1919
7822,Graduate,Partner,54058,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,46,1,3,1,662
8541,Undergrade,Partner,24683,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,32,1,3,1,41
10955,Graduate,Alone,85620,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,58,0,1,0,1600
4368,Graduate,Partner,47850,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,42,1,3,1,134
9671,Graduate,Partner,19514,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,54,2,4,1,69
2256,Postgraduate,Partner,27159,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,49,2,4,1,21
4279,Undergrade,Alone,39548,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,59,2,3,1,54
5371,Graduate,Alone,21474,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,33,1,2,1,91
9240,Postgraduate,Alone,60504,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,51,1,2,1,526
9460,Graduate,Partner,22419,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,59,0,2,0,162
9504,Postgraduate,Partner,81698,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,73,0,2,0,1008
8692,Graduate,Partner,43462,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,70,2,4,1,240
448,Postgraduate,Alone,54880,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,44,1,2,1,795
8314,Graduate,Partner,79908,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,40,0,2,0,1772
8420,Undergrade,Partner,15315,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,52,0,2,0,64
3174,Graduate,Partner,87771,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,63,1,3,1,1957
7685,Graduate,Partner,33039,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,44,1,3,1,78
3179,Graduate,Alone,81741,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,42,0,1,0,1572
9780,Postgraduate,Partner,71499,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,51,1,3,1,795
10681,Undergrade,Partner,62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,52,1,3,1,889
10232,Postgraduate,Alone,48799,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,59,1,2,1,331
4184,Postgraduate,Partner,52157,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,72,1,3,1,265
9120,Graduate,Alone,66565,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,60,1,2,1,1065
891,Postgraduate,Partner,29298,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,71,2,4,1,11
10381,Graduate,Alone,47691,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,43,1,2,1,21
3525,Graduate,Partner,38200,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,2,4,1,17
6818,Graduate,Partner,44989,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,48,1,3,1,369
3526,Postgraduate,Partner,38443,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,54,2,4,1,38
8181,Undergrade,Alone,38593,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,44,1,2,1,177
1029,Postgraduate,Partner,64413,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,52,1,3,1,279
7369,Postgraduate,Partner,36959,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,41,1,3,1,62
2574,Postgraduate,Partner,61996,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,45,1,3,1,1230
8159,Graduate,Partner,51287,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,54,2,4,1,182
1160,Graduate,Partner,13260,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,52,2,4,1,49
10242,Postgraduate,Partner,47472,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,56,2,4,1,75
5253,Postgraduate,Partner,54603,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,66,2,4,1,227
5966,Postgraduate,Partner,45207,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,48,2,4,1,215
5314,Graduate,Partner,40689,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,71,1,3,1,444
5081,Undergrade,Partner,47821,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,55,2,4,1,47
5123,Postgraduate,Partner,27450,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,71,0,2,0,143
5756,Graduate,Partner,39453,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,39,1,3,1,55
8036,Undergrade,Partner,26850,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,51,2,4,1,63
9058,Graduate,Alone,79800,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,67,0,1,0,1867
5057,Postgraduate,Partner,61794,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,61,1,3,1,611
254,Graduate,Partner,53863,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,67,1,3,1,473
4179,Graduate,Partner,24221,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,63,0,2,0,55
3710,Postgraduate,Alone,39684,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,38,1,2,1,81
7627,Postgraduate,Partner,92163,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,47,0,2,0,2086
4501,Postgraduate,Alone,69882,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,57,0,1,0,1478
6424,Graduate,Partner,33178,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,45,1,3,1,49
3075,Postgraduate,Partner,59973,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,50,0,2,0,382
4992,Postgraduate,Partner,17459,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,47,1,3,1,69
5252,Graduate,Alone,23910,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,53,1,2,1,67
7444,Postgraduate,Partner,42169,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,53,2,4,1,30
6919,Undergrade,Partner,26224,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,44,1,3,1,63
3537,Graduate,Partner,31089,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,41,1,3,1,79
10277,Graduate,Alone,30081,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,61,1,2,1,42
2453,Graduate,Partner,62807,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,62,1,3,1,819
7972,Graduate,Alone,72906,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,67,0,1,0,1151
895,Postgraduate,Partner,61467,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,74,2,4,1,594
1177,Postgraduate,Partner,49618,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,56,2,4,1,129
7141,Postgraduate,Alone,21888,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,36,1,2,1,213
7232,Graduate,Alone,42429,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,49,1,2,1,67
8477,Graduate,Alone,26150,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,66,3,4,1,28
2457,Undergrade,Partner,30801,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,47,1,3,1,45
988,Graduate,Partner,81168,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,57,0,2,0,1193
7930,Postgraduate,Alone,26877,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,53,0,1,0,268
4587,Postgraduate,Alone,45006,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,78,0,1,0,266
6682,Undergrade,Partner,18978,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,49,1,3,1,37
6222,Graduate,Partner,22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,55,3,5,1,37
10299,Postgraduate,Alone,48240,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,53,0,1,0,882
3083,Graduate,Partner,45837,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,48,2,4,1,373
8953,Postgraduate,Alone,35791,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,57,3,4,1,35
1503,Postgraduate,Partner,162397,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,46,2,4,1,107
8650,Graduate,Alone,54162,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,44,2,3,1,42
10862,Postgraduate,Partner,30522,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,62,1,3,1,326
2782,Postgraduate,Partner,54456,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,61,1,3,1,404
6941,Graduate,Alone,31632,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,51,0,1,0,95
10972,Graduate,Alone,72298,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,73,0,1,0,939
10708,Undergrade,Alone,36975,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,44,1,2,1,33
6583,Undergrade,Partner,72635,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,67,0,2,0,981
3641,Graduate,Partner,13624,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,46,1,3,1,36
10156,Graduate,Alone,84196,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,47,1,2,1,1237
4299,Graduate,Partner,70971,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,62,1,3,1,1825
3469,Postgraduate,Alone,34487,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,45,2,3,1,103
5063,Graduate,Alone,28769,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,45,1,2,1,191
10727,Postgraduate,Partner,69084,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,52,1,3,1,1586
9624,Postgraduate,Partner,65488,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,64,0,2,0,963
5156,Undergrade,Partner,62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,52,1,3,1,889
4376,Undergrade,Alone,32218,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,62,0,1,0,93
8923,Graduate,Alone,83917,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,49,0,1,0,1587
8461,Graduate,Alone,46102,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,60,3,4,1,16
6945,Graduate,Alone,84574,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,70,0,1,0,1375
944,Graduate,Partner,56181,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,60,1,3,1,393
1907,Postgraduate,Alone,63120,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,72,1,2,1,1477
701,Graduate,Partner,73691,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,51,1,3,1,1179
3856,Graduate,Partner,63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,62,1,3,1,1005
4149,Postgraduate,Partner,76140,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,74,0,2,0,1348
2131,Postgraduate,Alone,62859,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,63,1,2,1,1307
2942,Graduate,Alone,45906,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,58,1,2,1,486
1173,Postgraduate,Partner,77632,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,75,0,2,0,2252
4381,Postgraduate,Partner,46463,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,51,2,4,1,235
4611,Graduate,Partner,105471,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,52,0,2,0,1724
3376,Postgraduate,Alone,55282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,52,1,2,1,235
4679,Postgraduate,Partner,78710,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,45,1,3,1,1092
10928,Graduate,Partner,66886,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,64,1,3,1,599
4248,Postgraduate,Alone,98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,62,0,1,0,2008
6728,Graduate,Partner,29103,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,37,1,3,1,48
6661,Graduate,Partner,67445,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,48,1,3,1,1174
4725,Postgraduate,Partner,50616,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,72,1,3,1,67
3277,Graduate,Alone,49431,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,67,1,2,1,365
5555,Graduate,Alone,153924,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,6
2564,Graduate,Partner,61278,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,69,1,3,1,165
946,Undergrade,Partner,26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,64,0,2,0,210
3867,Postgraduate,Partner,73059,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,75,1,3,1,1095
6940,Postgraduate,Alone,46734,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,56,3,4,1,223
55,Graduate,Partner,56253,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,59,1,3,1,597
7093,Graduate,Partner,19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,37,1,3,1,22
5084,Graduate,Alone,58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,47,1,2,1,1064
1777,Undergrade,Partner,25965,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,42,0,2,0,74
8162,Postgraduate,Partner,14661,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,66,0,2,0,26
10826,Graduate,Partner,18690,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,63,0,2,0,60
8754,Postgraduate,Partner,45068,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,48,1,3,1,20
1987,Undergrade,Alone,21063,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,35,1,2,1,59
11007,Postgraduate,Partner,29187,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,54,1,3,1,34
7426,Undergrade,Partner,54690,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,51,2,4,1,198
9153,Postgraduate,Partner,59304,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,58,1,3,1,1048
10379,Postgraduate,Alone,59247,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,60,2,3,1,574
9204,Graduate,Alone,66731,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,52,1,2,1,1029
3197,Graduate,Partner,77353,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,42,1,3,1,670
2920,Postgraduate,Alone,52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,47,1,2,1,990
6961,Graduate,Partner,26751,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,48,2,4,1,11
4673,Postgraduate,Partner,81300,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,59,1,3,1,1241
9937,Graduate,Alone,70337,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,43,0,1,0,576
8779,Undergrade,Partner,36145,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,37,1,3,1,172
9596,Postgraduate,Alone,65295,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,42,0,1,0,664
2891,Graduate,Alone,68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,59,1,2,1,928
4910,Graduate,Alone,68743,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,55,0,1,0,2074
75,Undergrade,Partner,41039,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,40,0,2,0,467
10120,Graduate,Partner,38946,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,67,1,3,1,257
6327,Graduate,Partner,65777,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,55,0,2,0,1146
10142,Postgraduate,Alone,66476,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,46,1,2,1,689
9826,Postgraduate,Alone,86857,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,50,0,1,0,2114
1501,Postgraduate,Partner,160803,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,40,0,2,0,1717
10767,Postgraduate,Partner,77845,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,33,0,2,0,1346
7279,Postgraduate,Partner,69476,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,53,0,2,0,1044
7230,Postgraduate,Alone,50611,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,62,1,2,1,493
143,Graduate,Alone,61209,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,52,0,1,0,957
450,Postgraduate,Partner,42315,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,64,1,3,1,270
9316,Undergrade,Partner,13084,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,70,0,2,0,29
6379,Postgraduate,Alone,47570,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,73,2,3,1,121
9239,Postgraduate,Partner,61923,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,61,2,4,1,126
8315,Graduate,Alone,34824,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,27,0,1,0,23
2868,Postgraduate,Alone,26518,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,73,2,3,1,57
10888,Graduate,Alone,45938,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,61,0,1,0,636
1277,Graduate,Partner,78468,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,62,0,2,0,1004
9977,Graduate,Alone,78901,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,49,1,2,1,734
10196,Graduate,Partner,71427,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,44,2,4,1,614
6384,Graduate,Alone,71022,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,44,1,2,1,1453
8029,Postgraduate,Alone,90247,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,34,0,1,0,1621
968,Postgraduate,Alone,41335,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,54,1,2,1,187
6988,Graduate,Partner,71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,36,1,3,1,1443
4472,Postgraduate,Alone,35682,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,52,1,2,1,57
6991,Graduate,Alone,43185,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,71,1,2,1,637
3336,Postgraduate,Partner,66375,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,74,1,3,1,948
4301,Postgraduate,Partner,35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,51,1,3,1,59
1940,Graduate,Partner,25252,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,36,1,3,1,18
1272,Postgraduate,Alone,55250,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,57,1,2,1,903
1388,Graduate,Alone,33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,47,1,2,1,112
1044,Graduate,Partner,58398,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,69,0,2,0,596
6969,Graduate,Partner,50272,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,40,1,3,1,233
10479,Postgraduate,Partner,76618,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,47,0,2,0,1511
3619,Undergrade,Alone,87305,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,62,0,1,0,1152
1715,Graduate,Partner,25851,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,44,1,3,1,48
10159,Graduate,Alone,58710,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,52,1,2,1,1185
1463,Graduate,Alone,45160,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,64,2,3,1,21
5114,Postgraduate,Partner,74806,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,57,1,3,1,965
4990,Graduate,Partner,59111,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,68,0,2,0,869
4329,Postgraduate,Partner,18988,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,38,1,3,1,16
10936,Graduate,Partner,72190,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,57,0,2,0,1947
4692,Graduate,Partner,7500,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,46,1,3,1,71
7212,Graduate,Partner,44794,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,56,1,3,1,65
6086,Graduate,Partner,80395,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,67,0,2,0,1380
437,Postgraduate,Alone,75012,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,46,0,1,0,1027
11171,Postgraduate,Partner,56962,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,57,3,5,1,411
11101,Graduate,Partner,89891,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,31,0,2,0,836
5329,Postgraduate,Alone,35946,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,73,2,3,1,11
610,Postgraduate,Partner,53593,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,69,2,4,1,480
9384,Graduate,Partner,66373,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,44,2,4,1,606
5956,Postgraduate,Alone,45072,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,74,3,4,1,284
10430,Graduate,Alone,89694,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,49,2,3,1,1472
7875,Graduate,Partner,72025,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,73,0,2,0,1677
7072,Graduate,Partner,67432,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,49,1,3,1,1335
6255,Postgraduate,Partner,70545,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,70,1,3,1,334
6516,Undergrade,Partner,17487,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,33,1,3,1,18
5564,Graduate,Partner,62882,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,53,1,3,1,1338
5682,Postgraduate,Alone,64108,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,69,1,2,1,1099
7458,Postgraduate,Partner,34941,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,66,2,4,1,97
5237,Postgraduate,Alone,48767,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,72,3,4,1,63
7761,Undergrade,Partner,38702,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,44,1,3,1,109
5278,Graduate,Partner,82224,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,58,0,2,0,902
3560,Graduate,Partner,83844,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,70,0,2,0,1574
7235,Undergrade,Partner,17003,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,47,1,3,1,38
10548,Graduate,Alone,71163,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,27,0,1,0,960
